S. 2151,https://www.congress.gov/bill/117th-congress/senate-bill/2151,A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide that COPS grant funds may be used for local law enforcement recruits to attend schools or academies if the recruits agree to serve in precincts of law enforcement agencies in their communities.,"Peters, Gary C.","Blumenthal, Richard","Leahy, Patrick J.","Durbin, Richard J.","Cruz, Ted","Ossoff, Jon",Crime and Law Enforcement,Law enforcement officers,Department of Justice,Higher education,Law enforcement administration and funding
S. 2129,https://www.congress.gov/bill/117th-congress/senate-bill/2129,Otto Warmbier Countering North Korean Censorship and Surveillance Act of 2021,"Portman, Rob","Van Hollen, Chris","Hagerty, Bill","Brown, Sherrod","Coons, Christopher A.","Tillis, Thomas",International Affairs,Sanctions,Public-private cooperation,North Korea,Natural disasters
S. 2126,https://www.congress.gov/bill/117th-congress/senate-bill/2126,"A bill to designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming, as the ""Louisa Swain Federal Office Building"", and for other purposes.","Lummis, Cynthia M.","Van Hollen, Chris","Cardin, Benjamin L.","Barrasso, John",,,"Government buildings, facilities, and property",Government Operations and Politics,Congressional tributes,Wyoming,
S. 2123,https://www.congress.gov/bill/117th-congress/senate-bill/2123,Pray Safe Act,"Portman, Rob","Rounds, Mike","Hassan, Margaret Wood","Johnson, Ron","Peters, Gary C.","Rosen, Jacky",Emergency Management,Congressional oversight,Criminal justice information and records,Disaster relief and insurance,Emergency planning and evacuation
S. 2102,https://www.congress.gov/bill/117th-congress/senate-bill/2102,Dr. Kate Hendricks Thomas SERVICE Act,"Boozman, John","Van Hollen, Chris","Wyden, Ron","Blumenthal, Richard","Cramer, Kevin","Tillis, Thomas",Armed Forces and National Security,Asia,Hazardous wastes and toxic substances,Yemen,Women's health
S. 2089,https://www.congress.gov/bill/117th-congress/senate-bill/2089,Keep Kids Fed Act of 2022,"Shaheen, Jeanne","Cramer, Kevin","Hoeven, John","Hassan, Margaret Wood",,,Armed Forces and National Security,State and local government operations,National Guard and reserves,Military personnel and dependents,Military education and training
S. 2045,https://www.congress.gov/bill/117th-congress/senate-bill/2045,"A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as ""Oswaldo Paya Way"".","Cruz, Ted","Cardin, Benjamin L.","Scott, Rick","Durbin, Richard J.","Rubio, Marco",,Government Operations and Politics,"Government buildings, facilities, and property",Congressional tributes,Caribbean area,District of Columbia
S. 1941,https://www.congress.gov/bill/117th-congress/senate-bill/1941,MAPS Act of 2021,"Peters, Gary C.","Portman, Rob","Moran, Jerry",,,,Government Operations and Politics,Government studies and investigations,Census and government statistics,Regional and metropolitan planning,Public participation and lobbying
S. 1917,https://www.congress.gov/bill/117th-congress/senate-bill/1917,K-12 Cybersecurity Act of 2021,"Peters, Gary C.","Rosen, Jacky","Cassidy, Bill","Scott, Rick",,,Education,Educational technology and distance education,"Teaching, teachers, curricula",Student records,Educational facilities and institutions
S. 1910,https://www.congress.gov/bill/117th-congress/senate-bill/1910,Major Medical Facility Authorization Act of 2021,"Tester, Jon","Moran, Jerry",,,,,"Government buildings, facilities, and property",Building construction,California,Department of Veterans Affairs,Health facilities and institutions
S. 1875,https://www.congress.gov/bill/117th-congress/senate-bill/1875,Veterans' Emergency Care Claims Parity Act,"Rounds, Mike",,,,,,Armed Forces and National Security,Disability and paralysis,Emergency medical services and trauma care,Government information and archives,Veterans' medical care
S. 1872,https://www.congress.gov/bill/117th-congress/senate-bill/1872,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,"Ernst, Joni","Hawley, Josh","Blunt, Roy","Markey, Edward J.","Kelly, Mark","Sanders, Bernard",Armed Forces and National Security,Smithsonian Institution,Conflicts and wars,"Museums, exhibitions, cultural centers",Congressional tributes
S. 1867,https://www.congress.gov/bill/117th-congress/senate-bill/1867,COVID-19 Origin Act of 2021,"Hawley, Josh","Hyde-Smith, Cindy","Braun, Mike",,,,Armed Forces and National Security,China,Health personnel,Health promotion and preventive care,Congressional oversight
S. 1828,https://www.congress.gov/bill/117th-congress/senate-bill/1828,Helping American Victims Afflicted by Neurological Attacks Act of 2021,"Collins, Susan M.","Scott, Rick","Feinstein, Dianne","Sasse, Ben","Cornyn, John","Burr, Richard",Central Intelligence Agency (CIA),Worker safety and health,Neurological disorders,"Intelligence activities, surveillance, classified information","Government employee pay, benefits, personnel management"
S. 1787,https://www.congress.gov/bill/117th-congress/senate-bill/1787,State Antitrust Enforcement Venue Act of 2021,"Lee, Mike","Klobuchar, Amy","Blumenthal, Richard","Hawley, Josh","Leahy, Patrick J.","Cruz, Ted",Law,Judicial procedure and administration,Competition and antitrust,State and local government operations,Jurisdiction and venue
S. 1760,https://www.congress.gov/bill/117th-congress/senate-bill/1760,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs planned to be built in Oahu, Hawaii, as the ""Daniel Kahikina Akaka Department of Veterans Affairs Community-Based Outpatient Clinic"".","Hirono, Mazie K.",,,,,,Armed Forces and National Security,Hawaii,Members of Congress,Home and outpatient care,Senate
S. 1687,https://www.congress.gov/bill/117th-congress/senate-bill/1687,Small Business Cyber Training Act of 2022,"Rubio, Marco","Rosen, Jacky","Risch, James E.","Shaheen, Jeanne","Cassidy, Bill","Hassan, Margaret Wood",Commerce,Computer security and identity theft,Small business,Business education,Licensing and registrations
S. 1662,https://www.congress.gov/bill/117th-congress/senate-bill/1662,Supporting the Foundation for the National Institutes of Health and the Reagan-Udall Foundation for the Food and Drug Administration Act,"Lujan, Ben Ray","Collins, Susan M.","Romney, Mitt",,,,Health,"Social work, volunteer service, charitable organizations",Research administration and funding,National Institutes of Health (NIH),Medical research
S. 1617,https://www.congress.gov/bill/117th-congress/senate-bill/1617,Disaster Assistance for Rural Communities Act,"Risch, James E.","Kennedy, John","Shaheen, Jeanne","Hassan, Margaret Wood","Braun, Mike",,Commerce,Government studies and investigations,Small business,Rural conditions and development,Government lending and loan guarantees
S. 1605,https://www.congress.gov/bill/117th-congress/senate-bill/1605,National Defense Authorization Act for Fiscal Year 2022,"Scott, Rick","Rubio, Marco","Padilla, Alex",,,,"Arts, Culture, Religion",Crime victims,Florida,Monuments and memorials,Violent crime
S. 1596,https://www.congress.gov/bill/117th-congress/senate-bill/1596,Greatest Generation Memorial Act,"Rounds, Mike","Hickenlooper, John W.","Rubio, Marco","Daines, Steve","Hassan, Margaret Wood","Blackburn, Marsha",Finance and Financial Sector,Monuments and memorials,Veterans' organizations and recognition,U.S. history,Military history
S. 1585,https://www.congress.gov/bill/117th-congress/senate-bill/1585,Improving Mental Health Access for Students Act,"Kennedy, John","Sinema, Kyrsten",,,,,Education,Mental health,Health promotion and preventive care,Emergency communications systems,Higher education
S. 1543,https://www.congress.gov/bill/117th-congress/senate-bill/1543,STANDUP Act of 2021,"Hassan, Margaret Wood","Kennedy, John","Cornyn, John","Shaheen, Jeanne","Coons, Christopher A.","Blumenthal, Richard",Health,Child health,Government information and archives,Education programs funding,Minority health
S. 1511,https://www.congress.gov/bill/117th-congress/senate-bill/1511,Protecting America's First Responders Act of 2021,"Grassley, Chuck","Ossoff, Jon","Crapo, Mike","Klobuchar, Amy","Tester, Jon","Whitehouse, Sheldon",Crime and Law Enforcement,Disability and paralysis,Disability assistance,Emergency medical services and trauma care,Employee benefits and pensions
S. 1502,https://www.congress.gov/bill/117th-congress/senate-bill/1502,COPS Counseling Act,"Cortez Masto, Catherine","Klobuchar, Amy","Ossoff, Jon","Durbin, Richard J.","Booker, Cory A.","Leahy, Patrick J.",Crime and Law Enforcement,Health information and medical records,Right of privacy,Government information and archives,Worker safety and health
S. 1404,https://www.congress.gov/bill/117th-congress/senate-bill/1404,Ghost Army Congressional Gold Medal Act,"Markey, Edward J.","Scott, Rick","Romney, Mitt","Reed, Jack","Heinrich, Martin","Ernst, Joni",Armed Forces and National Security,Military operations and strategy,Smithsonian Institution,Conflicts and wars,"Museums, exhibitions, cultural centers"
S. 1340,https://www.congress.gov/bill/117th-congress/senate-bill/1340,"A bill to amend title 28, United States Code, to redefine the eastern and middle judicial districts of North Carolina.","Tillis, Thomas","Burr, Richard",,,,,Law,North Carolina,Federal district courts,,
S. 1320,https://www.congress.gov/bill/117th-congress/senate-bill/1320,Chiricahua National Park Act,"Kelly, Mark","Sinema, Kyrsten",,,,,Public Lands and Natural Resources,"Parks, recreation areas, trails",Monuments and memorials,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",Arizona
S. 1301,https://www.congress.gov/bill/117th-congress/senate-bill/1301,Promoting Physical Activity for Americans Act,"Brown, Sherrod","Capito, Shelley Moore","Wicker, Roger F.",,,,Government information and archives,Health promotion and preventive care,Physical fitness and lifestyle,Budget deficits and national debt,Health
S. 1260,https://www.congress.gov/bill/117th-congress/senate-bill/1260,United States Innovation and Competition Act of 2021,"Schumer, Charles E.","Collins, Susan M.","Graham, Lindsey","Coons, Christopher A.","Blunt, Roy","Portman, Rob",Business investment and capital,China,"Competitiveness, trade promotion, trade deficits",Computer security and identity theft,Computers and information technology
S. 1259,https://www.congress.gov/bill/117th-congress/senate-bill/1259,Safe Cribs Act,"Duckworth, Tammy","Brown, Sherrod","Blumenthal, Richard","Portman, Rob",,,Commerce,Product safety and quality,Child safety and welfare,Trade restrictions,Consumer affairs
S. 1251,https://www.congress.gov/bill/117th-congress/senate-bill/1251,Growing Climate Solutions Act of 2021,"Braun, Mike","Moran, Jerry","Sinema, Kyrsten","Wicker, Roger F.","Kelly, Mark","Blunt, Roy",Agriculture and Food,Agricultural practices and innovations,Advisory bodies,Air quality,Climate change and greenhouse gases
S. 1226,https://www.congress.gov/bill/117th-congress/senate-bill/1226,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.","Casey, Robert P., Jr.","Toomey, Patrick",,,,,Government Operations and Politics,Judges,"Government buildings, facilities, and property",Pennsylvania,Congressional tributes
S. 1198,https://www.congress.gov/bill/117th-congress/senate-bill/1198,Solid Start Act of 2022,"Hassan, Margaret Wood","Cortez Masto, Catherine","Cassidy, Bill","Cramer, Kevin","Sinema, Kyrsten","Collins, Susan M.",Armed Forces and National Security,Veterans' organizations and recognition,Women's health,Government information and archives,Veterans' medical care
S. 1098,https://www.congress.gov/bill/117th-congress/senate-bill/1098,Joint Consolidation Loan Separation Act,"Warner, Mark R.","Smith, Tina","Cornyn, John","Rubio, Marco",,,Education,Domestic violence and child abuse,Government lending and loan guarantees,Student aid and college costs,Higher education
S. 1097,https://www.congress.gov/bill/117th-congress/senate-bill/1097,Federal Rotational Cyber Workforce Program Act of 2021,"Peters, Gary C.","Hassan, Margaret Wood","Rosen, Jacky","Hoeven, John",,,Computers and information technology,Congressional oversight,Computer security and identity theft,"Government employee pay, benefits, personnel management",Executive agency funding and structure
S. 1095,https://www.congress.gov/bill/117th-congress/senate-bill/1095,Colonel John M. McHugh Tuition Fairness for Survivors Act of 2021,"Moran, Jerry","Hassan, Margaret Wood","Tester, Jon","Sullivan, Dan","Sinema, Kyrsten",,Armed Forces and National Security,"Veterans' education, employment, rehabilitation",Higher education,Military personnel and dependents,Student aid and college costs
S. 1064,https://www.congress.gov/bill/117th-congress/senate-bill/1064,RENACER Act,"Menendez, Robert","Cruz, Ted","Durbin, Richard J.","Cardin, Benjamin L.","Rubio, Marco","Kaine, Tim",International Affairs,"Sovereignty, recognition, national governance and status",Violent crime,Foreign loans and debt,Foreign property
S. 1046,https://www.congress.gov/bill/117th-congress/senate-bill/1046,Residential Substance Use Disorder Treatment Act of 2021,"Cornyn, John","Murphy, Christopher","Feinstein, Dianne","Klobuchar, Amy","Whitehouse, Sheldon","Scott, Tim",Crime and Law Enforcement,Correctional facilities and imprisonment,Drug therapy,Drug trafficking and controlled substances,Medical education
S. 1041,https://www.congress.gov/bill/117th-congress/senate-bill/1041,RENACER Act,"Menendez, Robert","Cruz, Ted","Durbin, Richard J.","Cardin, Benjamin L.","Rubio, Marco","Kaine, Tim",International Affairs,"Broadcasting, cable, digital technologies",Assault and harassment offenses,Crimes against property,International exchange and broadcasting
S. 1037,https://www.congress.gov/bill/117th-congress/senate-bill/1037,Manufacturing.gov Act,"Peters, Gary C.","Rubio, Marco","Young, Todd",,,,Commerce,Employment and training programs,Department of Commerce,"Competitiveness, trade promotion, trade deficits",Small business
S. 1031,https://www.congress.gov/bill/117th-congress/senate-bill/1031,"A bill to require the Comptroller General of the United States to conduct a study on disparities associated with race and ethnicity with respect to certain benefits administered by the Secretary of Veterans Affairs, and for other purposes.","Warnock, Raphael G.","Lujan, Ben Ray","Menendez, Robert","Murray, Patty","Blumenthal, Richard","Murphy, Christopher",Armed Forces and National Security,Government information and archives,Disability assistance,Congressional oversight,Veterans' pensions and compensation
S. 958,https://www.congress.gov/bill/117th-congress/senate-bill/958,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,"Rosen, Jacky","Cortez Masto, Catherine","Ossoff, Jon","Collins, Susan M.","Brown, Sherrod","Braun, Mike",Health,Health promotion and preventive care,Building construction,Dental care,Health care coverage and access
S. 957,https://www.congress.gov/bill/117th-congress/senate-bill/957,DUMP Opioids Act,"Kennedy, John","Braun, Mike",,,,,Armed Forces and National Security,Department of Veterans Affairs,Health facilities and institutions,Drug trafficking and controlled substances,Veterans' medical care
S. 937,https://www.congress.gov/bill/117th-congress/senate-bill/937,COVID-19 Hate Crimes Act,"Hirono, Mazie K.","Ossoff, Jon","King, Angus S., Jr.","Leahy, Patrick J.","Feinstein, Dianne","Murray, Patty",State and local government operations,Crime prevention,Foreign language and bilingual programs,Criminal justice information and records,Emergency medical services and trauma care
S. 921,https://www.congress.gov/bill/117th-congress/senate-bill/921,Jaime Zapata and Victor Avila Federal Officers and Employees Protection Act,"Cornyn, John","Leahy, Patrick J.","Grassley, Chuck","Whitehouse, Sheldon","Coons, Christopher A.","Cotton, Tom",Crime and Law Enforcement,Violent crime,Jurisdiction and venue,Law enforcement officers,"Government employee pay, benefits, personnel management"
S. 914,https://www.congress.gov/bill/117th-congress/senate-bill/914,Drinking Water and Wastewater Infrastructure Act of 2021,"Duckworth, Tammy","Hoeven, John","Inhofe, James M.","Carper, Thomas R.","Stabenow, Debbie","Cardin, Benjamin L.",Air quality,Employment and training programs,Energy efficiency and conservation,"Environmental assessment, monitoring, research",Government information and archives
S. 895,https://www.congress.gov/bill/117th-congress/senate-bill/895,Human Trafficking Survivor Tax Relief Act,"Cornyn, John","Inhofe, James M.","Wyden, Ron","Carper, Thomas R.","Wicker, Roger F.","Portman, Rob",Taxation,Criminal procedure and sentencing,Crime victims,Income tax exclusion,Civil actions and liability
S. 894,https://www.congress.gov/bill/117th-congress/senate-bill/894,Hire Veteran Health Heroes Act of 2021,"Braun, Mike","Hassan, Margaret Wood",,,,,Armed Forces and National Security,Department of Veterans Affairs,Employee hiring,"Government employee pay, benefits, personnel management",Health personnel
S. 854,https://www.congress.gov/bill/117th-congress/senate-bill/854,Methamphetamine Response Act of 2021,"Feinstein, Dianne","Ernst, Joni","Grassley, Chuck",,,,Crime and Law Enforcement,"Drug, alcohol, tobacco use",Drug trafficking and controlled substances,,
S. 848,https://www.congress.gov/bill/117th-congress/senate-bill/848,Consider Teachers Act of 2021,"Braun, Mike","Warnock, Raphael G.","Sinema, Kyrsten","Cornyn, John","Smith, Tina",,Education,Administrative remedies,Department of Education,Education of the disadvantaged,Education programs funding
S. 812,https://www.congress.gov/bill/117th-congress/senate-bill/812,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.","Menendez, Robert","Cruz, Ted","Inhofe, James M.","Coons, Christopher A.",,,World health,Congressional oversight,International Affairs,Taiwan,Asia
S. 796,https://www.congress.gov/bill/117th-congress/senate-bill/796,Protecting Moms Who Served Act of 2021,"Duckworth, Tammy","Collins, Susan M.","Blumenthal, Richard","Coons, Christopher A.","Ossoff, Jon","Stabenow, Debbie",Armed Forces and National Security,Health care costs and insurance,Government information and archives,Sex and reproductive health,"Veterans' loans, housing, homeless programs"
S. 789,https://www.congress.gov/bill/117th-congress/senate-bill/789,RESPECT Act,"Rounds, Mike","Cramer, Kevin","Lujan, Ben Ray","Lankford, James","Smith, Tina","Sinema, Kyrsten",Native Americans,Federal-Indian relations,,,
S. 734,https://www.congress.gov/bill/117th-congress/senate-bill/734,Jenna Quinn Law,"Cornyn, John","Lujan, Ben Ray","Braun, Mike","Hassan, Margaret Wood",,,Families,Child care and development,Elementary and secondary education,Law enforcement administration and funding,Domestic violence and child abuse
S. 697,https://www.congress.gov/bill/117th-congress/senate-bill/697,Harriet Tubman Bicentennial Commemorative Coin Act,"Rosen, Jacky","Sinema, Kyrsten","Feinstein, Dianne","Wyden, Ron","Carper, Thomas R.","Murkowski, Lisa",Finance and Financial Sector,U.S. history,Women's rights,Currency,Commemorative events and holidays
S. 693,https://www.congress.gov/bill/117th-congress/senate-bill/693,No CORRUPTION Act,"Rosen, Jacky","Scott, Rick",,,,,Congress,Members of Congress,"Government ethics and transparency, public corruption",Fraud offenses and financial crimes,"Government employee pay, benefits, personnel management"
S. 671,https://www.congress.gov/bill/117th-congress/senate-bill/671,Federal Agency Customer Experience Act of 2021,"Hassan, Margaret Wood","Lankford, James",,,,,Government Operations and Politics,Government information and archives,Government studies and investigations,Performance measurement,Congressional oversight
S. 658,https://www.congress.gov/bill/117th-congress/senate-bill/658,National Cybersecurity Preparedness Consortium Act of 2021,"Cornyn, John","Cruz, Ted","Leahy, Patrick J.","Boozman, John",,,"Science, Technology, Communications",First responders and emergency personnel,Emergency planning and evacuation,Public-private cooperation,Department of Homeland Security
S. 629,https://www.congress.gov/bill/117th-congress/senate-bill/629,GAO Database Modernization Act of 2021,"Scott, Rick","Peters, Gary C.",,,,,Government Operations and Politics,Congressional oversight,Government information and archives,Administrative law and regulatory procedures,Government studies and investigations
S. 623,https://www.congress.gov/bill/117th-congress/senate-bill/623,Sunshine Protection Act of 2021,"Rubio, Marco","Paul, Rand","Wyden, Ron","Whitehouse, Sheldon","Blunt, Roy","Markey, Edward J.","Science, Technology, Communications",State and local government operations,Time and calendar,,
S. 610,https://www.congress.gov/bill/117th-congress/senate-bill/610,Protecting Medicare and American Farmers from Sequester Cuts Act,"Kaine, Tim","Wicker, Roger F.","Collins, Susan M.","Reed, Jack","Stabenow, Debbie","Tester, Jon",Health,Government studies and investigations,Congressional oversight,Worker safety and health,Mental health
S. 593,https://www.congress.gov/bill/117th-congress/senate-bill/593,Alaska Tourism Restoration Act,"Murkowski, Lisa","Sullivan, Dan",,,,,Canada,Travel and tourism,Transportation safety and security,Emergency medical services and trauma care,Marine and inland water transportation
S. 590,https://www.congress.gov/bill/117th-congress/senate-bill/590,CONFUCIUS Act,"Kennedy, John","Hagerty, Bill","Grassley, Chuck","Tillis, Thomas","Blackburn, Marsha","Hawley, Josh",Education,Asia,Higher education,Education programs funding,Contracts and agency
S. 583,https://www.congress.gov/bill/117th-congress/senate-bill/583,PRICE Act of 2021,"Peters, Gary C.","Collins, Susan M.","Carper, Thomas R.","Ernst, Joni",,,Government Operations and Politics,Office of Management and Budget (OMB),Public contracts and procurement,Advisory bodies,Competition and antitrust
S. 579,https://www.congress.gov/bill/117th-congress/senate-bill/579,A bill to make a technical correction to the ALS Disability Insurance Access Act of 2019.,"Braun, Mike","Whitehouse, Sheldon","Coons, Christopher A.","Cotton, Tom",,,Social Welfare,Neurological disorders,Disability assistance,,
S. 578,https://www.congress.gov/bill/117th-congress/senate-bill/578,FASTER Act of 2021,"Scott, Tim","Murphy, Christopher","Warnock, Raphael G.","Marshall, Roger","Collins, Susan M.","Gillibrand, Kirsten E.",Health,Food and Drug Administration (FDA),Medical research,Congressional oversight,Research and development
S. 566,https://www.congress.gov/bill/117th-congress/senate-bill/566,"A bill to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office"".","Reed, Jack","Whitehouse, Sheldon",,,,,Government Operations and Politics,Congressional tributes,"Government buildings, facilities, and property",Postal service,Rhode Island
S. 559,https://www.congress.gov/bill/117th-congress/senate-bill/559,"A bill to amend the Grand Ronde Reservation Act, and for other purposes.","Merkley, Jeff","Wyden, Ron",,,,,Native Americans,Indian lands and resources rights,Oregon,Land transfers,Federal-Indian relations
S. 558,https://www.congress.gov/bill/117th-congress/senate-bill/558,FLOODS Act,"Wicker, Roger F.","Peters, Gary C.","Ernst, Joni","Booker, Cory A.",,,Public Lands and Natural Resources,Student aid and college costs,Department of Commerce,Atmospheric science and weather,Marine and inland water transportation
S. 550,https://www.congress.gov/bill/117th-congress/senate-bill/550,Southeast Alaska Regional Health Consortium Land Transfer Act of 2021,"Murkowski, Lisa","Sullivan, Dan",,,,,Native Americans,Pollution liability,Minority health,Alaska,Alaska Natives and Hawaiians
S. 549,https://www.congress.gov/bill/117th-congress/senate-bill/549,"A bill to provide for the conveyance of certain property to the Tanana Tribal Council located in Tanana, Alaska, and for other purposes.","Murkowski, Lisa","Sullivan, Dan",,,,,Minority health,Alaska,Alaska Natives and Hawaiians,Land transfers,Indian social and development programs
S. 548,https://www.congress.gov/bill/117th-congress/senate-bill/548,Alaska Native Tribal Health Consortium Land Transfer Act of 2021,"Murkowski, Lisa","Sullivan, Dan",,,,,Native Americans,Indian social and development programs,Alaska Natives and Hawaiians,Land transfers,Health facilities and institutions
S. 544,https://www.congress.gov/bill/117th-congress/senate-bill/544,"A bill to direct the Secretary of Veterans Affairs to designate one week each year as ""Buddy Check Week"" for the purpose of outreach and education concerning peer wellness checks for veterans, and for other purposes.","Ernst, Joni","Collins, Susan M.","Manchin, Joe, III","Cantwell, Maria","Barrasso, John","Bennet, Michael F.",Armed Forces and National Security,"Social work, volunteer service, charitable organizations",Commemorative events and holidays,Health promotion and preventive care,Veterans' medical care
S. 534,https://www.congress.gov/bill/117th-congress/senate-bill/534,Tribal Child Support Enforcement Act,"Thune, John","Daines, Steve","Wyden, Ron",,,,Native Americans,Child safety and welfare,Debt collection,Government information and archives,"Separation, divorce, custody, support"
S. 533,https://www.congress.gov/bill/117th-congress/senate-bill/533,Guidance Clarity Act of 2021,"Lankford, James","Johnson, Ron","Risch, James E.",,,,Government Operations and Politics,Government information and archives,Administrative law and regulatory procedures,,
S. 516,https://www.congress.gov/bill/117th-congress/senate-bill/516,Advanced Air Mobility Coordination and Leadership Act,"Moran, Jerry","Sinema, Kyrsten",,,,,Transportation and Public Works,Emergency planning and evacuation,Transportation programs funding,Transportation safety and security,Manufacturing
S. 503,https://www.congress.gov/bill/117th-congress/senate-bill/503,PARENTS Act of 2021,"Cornyn, John","Cardin, Benjamin L.","Menendez, Robert",,,,Child safety and welfare,"Separation, divorce, custody, support",Family relationships,State and local finance,Family services
S. 497,https://www.congress.gov/bill/117th-congress/senate-bill/497,American Fisheries Advisory Committee Act,"Sullivan, Dan","Warnock, Raphael G.","Cantwell, Maria","Murkowski, Lisa","Warren, Elizabeth","Markey, Edward J.",Public Lands and Natural Resources,Advisory bodies,Hunting and fishing,Marketing and advertising,Food industry and services
S. 475,https://www.congress.gov/bill/117th-congress/senate-bill/475,Juneteenth National Independence Day Act,"Markey, Edward J.","Warnock, Raphael G.","Baldwin, Tammy","Fischer, Deb","Heinrich, Martin","Hirono, Mazie K.","Civil Rights and Liberties, Minority Issues",U.S. history,Racial and ethnic relations,Commemorative events and holidays,
S. 452,https://www.congress.gov/bill/117th-congress/senate-bill/452,Willie O'Ree Congressional Gold Medal Act,"Stabenow, Debbie","Warnock, Raphael G.","Brown, Sherrod","Scott, Tim","Schumer, Charles E.","Casey, Robert P., Jr.",Sports and Recreation,Congressional tributes,Racial and ethnic relations,Athletes,Professional sports
S. 450,https://www.congress.gov/bill/117th-congress/senate-bill/450,Emmett Till and Mamie Till-Mobley Congressional Gold Medal Act of 2021,"Burr, Richard","Murkowski, Lisa","Romney, Mitt","Collins, Susan M.","Durbin, Richard J.","Reed, Jack","Civil Rights and Liberties, Minority Issues",U.S. history,"Museums, exhibitions, cultural centers",Congressional tributes,Crime victims
S. 442,https://www.congress.gov/bill/117th-congress/senate-bill/442,BRIGHT Act,"Peters, Gary C.","Johnson, Ron",,,,,Government Operations and Politics,Government information and archives,"Government buildings, facilities, and property",Building construction,Congressional oversight
S. 422,https://www.congress.gov/bill/117th-congress/senate-bill/422,Senate Shared Employee Act,"Klobuchar, Amy",,,,,,Congress,Members of Congress,Congressional officers and employees,Senate,Transportation costs
S. 415,https://www.congress.gov/bill/117th-congress/senate-bill/415,"A bill to amend the Federal Food, Drug, and Cosmetic Act with respect to the scope of new chemical exclusivity.","Cassidy, Bill","Smith, Tina","Marshall, Roger",,,,Department of Health and Human Services,Chemistry,Administrative law and regulatory procedures,"Drug safety, medical device, and laboratory regulation",Health
S. 409,https://www.congress.gov/bill/117th-congress/senate-bill/409,"A bill to provide for the availability of amounts for customer education initiatives and non-awards expenses of the Commodity Futures Trading Commission Whistleblower Program, and for other purposes.","Grassley, Chuck","Collins, Susan M.","Baldwin, Tammy","Ernst, Joni","Hassan, Margaret Wood",,Finance and Financial Sector,Civil actions and liability,Consumer affairs,Government trust funds,Commodities markets
S. 407,https://www.congress.gov/bill/117th-congress/senate-bill/407,Air America Act of 2022,"Rubio, Marco","Daines, Steve","Feinstein, Dianne","Murray, Patty","Durbin, Richard J.","Schumer, Charles E.",Government Operations and Politics,Government corporations and government-sponsored enterprises,Central Intelligence Agency (CIA),"Government employee pay, benefits, personnel management","Intelligence activities, surveillance, classified information"
S. 400,https://www.congress.gov/bill/117th-congress/senate-bill/400,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act","Wicker, Roger F.","Duckworth, Tammy","Inhofe, James M.","Carper, Thomas R.","Casey, Robert P., Jr.","Barrasso, John",Government Operations and Politics,Department of Transportation,"Government buildings, facilities, and property",Congressional tributes,Federal officials
S. 325,https://www.congress.gov/bill/117th-congress/senate-bill/325,"A bill to amend the Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act to extend the deadline for a report by the Alyce Spotted Bear and Walter Soboleff Commission on Native Children, and for other purposes.","Murkowski, Lisa","Tester, Jon","Sullivan, Dan","Schatz, Brian",,,Native Americans,Government studies and investigations,Child safety and welfare,Congressional oversight,Indian social and development programs
S. 321,https://www.congress.gov/bill/117th-congress/senate-bill/321,'Six Triple Eight' Congressional Gold Medal Act of 2021,"Moran, Jerry","Inhofe, James M.","Padilla, Alex","Peters, Gary C.","Cortez Masto, Catherine","Kelly, Mark",Armed Forces and National Security,Postal service,Women's employment,Military personnel and dependents,Europe
S. 320,https://www.congress.gov/bill/117th-congress/senate-bill/320,John Lewis NIMHD Research Endowment Revitalization Act of 2021,"Cassidy, Bill","Schatz, Brian",,,,,National Institutes of Health (NIH),Research administration and funding,Medical research,Education programs funding,Minority health
S. 314,https://www.congress.gov/bill/117th-congress/senate-bill/314,Klamath Tribe Judgment Fund Repeal Act,"Merkley, Jeff","Wyden, Ron",,,,,Native Americans,Indian claims,Legal fees and court costs,Oregon,
S. 297,https://www.congress.gov/bill/117th-congress/senate-bill/297,Reinforcing American-Made Products Act,"Lee, Mike","King, Angus S., Jr.",,,,,Commerce,State and local government operations,Consumer affairs,Buy American requirements,Marketing and advertising
S. 273,https://www.congress.gov/bill/117th-congress/senate-bill/273,Driftnet Modernization and Bycatch Reduction Act,"Feinstein, Dianne","Padilla, Alex","Capito, Shelley Moore","Coons, Christopher A.",,,Hunting and fishing,Fishes,Animal protection and human-animal relationships,"Marine and coastal resources, fisheries",Public Lands and Natural Resources
